Number,Label,Name,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy,glide einternal,Goldscore.Fitness,Goldscore.External.HBond,Goldscore.External.Vdw,Goldscore.Internal.Torsion,Goldscore.Internal.Vdw,PLP.Fitness,PLP.Chemscore.Hbond,PLP.PLP,PLP.ligand.torsion,PLP.part.buried,PLP.part.hbond,PLP.part.nonpolar,PLP.part.repulsive,ASP.Fitness,ASP.ASP,ASP.DEClash,ASP.DEInternal,ASP.Map,Chemscore.Fitness,Chemscore.DEClash,Chemscore.DEInternal,Chemscore.DG,Chemscore.Hbond,Chemscore.Lipo,Chemscore.Rot,E_place,S_gw,E_conf_gw,E_score1_gw,E_refine_gw,S_ase,E_conf_ase,E_score1_ase,E_refine_ase,S_adg,E_conf_adg,E_score1_adg,E_refine_adg,S_ahb,E_conf,E_score1_ahb,E_refine_ahb,S_ldg,E_conf_ldg,E_score1_ldg,E_refine_ldg
1149,0,CHEMBL197480,-7.957000000000002,-0.234,-0.758,-1.758,-7.957000000000002,-4.1960000000000015,-0.16,-1.157,-48.643,-4.633,0.772,-0.08900000000000001,-76.303,-53.277,7.074,51.3539,4.563,42.942,-12.1049,-0.1495,86.70200000000001,1.0,-86.9241,2.1053,-7.9379,-1.0,-79.0841,0.3659,39.0406,40.788,0.4131,1.3343,-203.94,29.843000000000004,0.3647,0.8655,-31.0733,0.9915,244.453,2.4684,-79.10650600000001,-8.225605,31.635612,-11.354346000000001,-50.47607,-19.018723,31.639034000000002,-12.910810000000001,-49.863655,-5.8626146,31.639034000000002,-12.910810000000001,-49.863655,-165.95416,31.639034000000002,-12.910810000000001,-49.863655,-12.908779,31.639034000000002,-12.910810000000001,-49.863655
1150,0,CHEMBL197552,-2.55,-0.071,-0.234,-0.556,-2.55,-1.945,0.0,0.767,-35.624,-0.212,0.441,0.0,-33.9,-35.836,16.535999999999998,22.6427,0.0,46.6602,-6.7721,-34.743,78.2664,0.0,-82.2173,2.7543,-8.7125,0.0,-73.2937,0.0777,28.2044,35.658,2.1061,5.3476,-178.29,34.7228,1.6269,2.0077,-38.3574,0.0,326.2468,2.0678,-77.452393,-7.8325238,37.756626000000004,-10.221354,-44.768963,-16.587252,37.706425,-11.777719,-44.263447,-3.5942316,37.706425,-11.777719,-44.263447,-135.14015,37.706425,-11.777719,-44.263447,-11.774863,37.706425,-11.777719,-44.263447
1151,0,CHEMBL197563,-8.163,-0.227,-0.7490000000000001,-1.781,-8.163,-3.3560000000000003,-0.564,-0.655,-39.808,-12.309,0.3670000000000001,-0.118,-83.59700000000002,-52.117,8.277000000000001,36.2545,0.6563,38.9593,-12.791,-5.1797,77.1096,0.0,-79.7436,2.6538,-5.5058,-1.0,-75.3428,0.8233,30.9507,35.098,1.7697,2.3776,-175.49,29.4677,2.8535,0.7916,-33.1127,0.0,276.6706,1.8507,-89.69723499999999,-7.4441648,-34.97348,-11.485333,-39.167671,-12.310205999999999,-35.008957,-12.075398,-38.407196,-3.3163166,-35.008961,-12.075398,-38.407196,-117.1462,-35.008957,-12.075398,-38.407196,-12.057387,-35.008957,-12.075398,-38.407196
1152,0,CHEMBL197640,-4.445,-0.127,-0.415,-0.976,-4.445,-2.222,-0.059,-0.371,-38.545,-2.9760000000000004,0.584,-0.004,-57.42100000000001,-41.522,1.237,29.6669,0.0,42.1083,-15.5844,-12.6477,75.2332,0.0,-76.538,0.7989,-7.4395,-0.6264,-70.7263,0.3771,27.7671,30.638,1.3735,1.4975,-153.19,26.1361,0.4173,1.2086,-27.762,0.0,226.7986,1.6615,-43.467731,-7.498788799999999,-60.17511,-11.646646,-38.343272999999996,-13.169534,-60.130123,-14.463222,-37.150290999999996,-3.6936736000000003,-60.130123,-14.463222,-37.150290999999996,-68.124748,-60.130123,-14.463222,-37.150290999999996,-14.441945,-60.130123,-14.463222,-37.150290999999996
1153,0,CHEMBL197866,-4.686,-0.142,-0.456,-1.042,-4.686,-1.935,-0.2,-0.742,-36.023,-4.037,0.598,0.0,-47.371,-40.061,7.407999999999999,10.0357,0.0,33.1157,-5.8654,-29.633000000000006,52.8253,0.0,-55.0168,1.2791,-5.5711,-1.0,-50.2759,1.4214,25.7338,27.0,0.1055,1.1606,-135.0,22.1134,0.0789,0.4488,-22.6411,0.0,201.6908,2.5143,-93.65770699999999,-7.726021799999999,-43.578789,-13.414828,-47.373283,-16.227913,-43.527992,-12.468509,-46.225281,-2.9159219,-43.527992,-12.468509,-46.225281,-130.28204,-43.527992,-12.468509,-46.225281,-12.458983,-43.527992,-12.468509,-46.225281
1154,0,CHEMBL197878,-6.38,-0.255,-0.746,-1.5119999999999998,-6.38,-2.9810000000000003,-0.317,-1.012,-37.569,-4.2,0.461,-0.022,-56.973,-41.768,0.6859999999999999,45.5262,0.0,38.2174,-11.4017,4.379,66.5041,0.0,-69.3171,3.5136,-5.5882,0.0,-64.4972,0.1526,28.28,31.994,0.0811,3.633,-159.97,29.7824,0.1027,1.3655,-31.2506,0.9917,191.9521,0.0,-75.710136,-6.1153135,186.79898,-9.957183800000001,-33.080498,-8.263196,186.76566,-9.6805248,-32.945248,-3.8563150999999998,186.76566,-9.6805248,-32.945248,-72.404678,186.76566,-9.6805248,-32.945248,-9.6689157,186.76566,-9.6805248,-32.945248
1155,0,CHEMBL198096,-6.445,-0.307,-0.847,-1.594,-6.445,-3.102,0.0,-1.5490000000000002,-41.784,-0.418,0.389,-0.031,-54.83,-42.202,3.671,32.1332,0.775,25.7783,-5.8476,1.7607,50.6065,0.0,-50.9914,2.1762,-6.0804,0.0,-45.147,0.17,19.3241,21.396,0.0105,2.0615,-106.98,24.0485,0.1918,0.0772,-24.3175,1.9805,104.468,0.0,-54.773304,-5.4846144,192.52507,-10.385508999999999,-21.675167000000002,-10.317658,192.51755,-9.941023800000002,-21.650721,-2.0693042,192.51755,-9.941023800000002,-21.650721,-85.964676,192.51755,-9.941023800000002,-21.650721,-9.962347,192.51755,-9.941023800000002,-21.650721
1156,0,CHEMBL198140,-5.6720000000000015,-0.227,-0.6629999999999999,-1.345,-5.6720000000000015,-1.941,0.0,-1.1909999999999998,-32.47,-12.061,1.002,-0.11,-59.082,-44.53100000000001,4.605,41.7703,0.0381,36.6768,-8.374,-0.3243,70.3516,1.0,-69.4604,1.0851,-7.5409,-1.0,-61.7118,0.1411,26.9071,27.766,0.2154,0.6435,-138.83,27.1914,0.1262,0.5399,-27.8575,1.9626,177.326,1.9237,-87.599266,-6.291695099999999,-0.9841065999999999,-11.672537,-34.288303000000006,-16.515022000000002,-1.0363322,-9.7920942,-33.887135,-3.2921107000000003,-1.0363322,-9.7920942,-33.887135,-127.10193999999998,-1.0363316999999999,-9.7920942,-33.887135,-9.758467699999999,-1.0363324,-9.7920942,-33.887135
1157,0,CHEMBL19816,-4.671,-0.13,-0.428,-1.019,-4.671,-2.395,0.0,-0.526,-46.776,-1.94,0.88,0.0,-56.54600000000001,-48.716,14.143,43.1299,2.4912,50.6068,-8.5095,-20.4361,87.9722,1.0,-85.959,1.5122,-7.6417,-1.5508,-78.4239,0.909,26.9729,29.676,0.6675,2.0355,-148.38,25.6503,0.1993,1.5662,-27.4158,1.9576,215.5787,3.838,-79.861885,-6.911023599999999,-32.650116,-11.331591,-35.620521999999994,-12.652569999999999,-32.574081,-12.288373,-34.963242,-4.5694246,-32.575062,-12.288373,-34.963135,-93.822212,-32.574051000000004,-12.288373,-34.963284,-12.279036999999999,-32.574738,-12.288373,-34.963074
1158,0,CHEMBL198160,-5.961,-0.18600000000000005,-0.591,-1.335,-5.961,-2.104,0.0,-1.921,-40.55,-2.171,0.417,0.0,-57.67100000000001,-42.721,2.406,44.4637,0.0,37.7285,-7.0883,-0.3247,76.6527,0.0,-77.3545,0.4149,-8.8487,-1.0,-69.4562,0.35700000000000004,24.1049,24.69,0.0713,0.5139,-123.45,18.5151,0.7125,0.289,-19.5166,1.6226,117.8552,2.0203,-62.698025,-7.209223700000001,-21.972176,-10.509275,-39.466084,-15.067689000000001,-22.120724,-11.233829,-38.596911999999996,-3.3756727999999994,-22.120726,-11.233829,-38.596911999999996,-101.77139,-22.120720000000002,-11.233829,-38.596911999999996,-11.172587,-22.120728,-11.233829,-38.596909000000004
1159,0,CHEMBL198510,-4.164,-0.278,-0.685,-1.123,-4.164,-0.8059999999999999,-0.34700000000000003,-1.642,-12.911,-11.098,1.053,-0.111,-28.917,-24.009,4.782,29.6021,11.1294,21.7265,-4.3086,-7.0927,39.0389,4.952,-26.1627,1.4578,-5.1345,-2.7586,-19.1863,0.2261,10.81,11.998,0.0412,1.1468,-59.99,10.2185,0.0263,0.4645,-10.7093,2.8422,53.9434,4.1309,-63.63550600000001,-6.440092099999999,-176.70216000000002,-15.593951,-48.112823,-7.9600258,-177.1371,-14.672377,-42.503994,-3.013834,-177.1371,-14.672377,-42.503994,-73.998695,-177.1371,-14.672377,-42.503994,-14.645504999999998,-177.1371,-14.672377,-42.503994
1160,0,CHEMBL19855,-6.26,-0.224,-0.679,-1.445,-6.26,-2.167,0.0,-0.911,-29.848000000000006,-15.748,0.816,-0.14400000000000002,-65.414,-45.596,8.381,45.8873,0.0,35.5331,-3.7394,0.7688,78.0012,0.7441,-76.8596,0.7355,-5.8267,-1.0,-71.0807,0.1047,30.9795,33.714,2.2765,0.458,-168.57,28.9999,2.1532,0.3218,-31.4749,1.4455,244.1641,2.8908,-71.051964,-7.1492848,10.507639,-12.081761,-38.874725,-17.045197,10.260141,-12.079367999999999,-37.064228,-5.070954799999999,10.260266,-12.079367999999999,-37.063965,-153.07935,10.260155000000001,-12.079367999999999,-37.064236,-12.03252,10.260272,-12.079367999999999,-37.063972
1161,0,CHEMBL19857,-5.045,-0.24,-0.6629999999999999,-1.247,-5.045,-1.791,-0.2,-1.7180000000000002,-28.241,0.982,0.0,-0.07200000000000001,-34.253,-27.259,0.08800000000000001,40.2035,3.8338,26.2954,-0.2036,0.4171,57.1476,2.8560000000000003,-48.67,0.0452,-1.3141,-1.8421,-48.0383,0.1784,13.6055,13.63,0.0234,0.001,-68.15,22.6145,0.4501,0.0001,-23.0646,2.0,93.203,0.0,-47.585457,-5.4979177,-11.809918,-14.566861,-30.508495,-9.0926495,-11.846542,-12.794266,-30.385873999999998,-1.7153311999999998,-11.846542,-12.794266,-30.385873999999998,-58.89984499999999,-11.846542,-12.794266,-30.385873999999998,-12.874533,-11.846542,-12.794266,-30.385873999999998
1162,0,CHEMBL198687,-5.308,-0.152,-0.496,-1.165,-5.308,-2.54,-0.453,-0.068,-42.604,-4.987,0.6779999999999999,-0.047,-61.894,-47.59,5.49,43.8655,0.0,49.1053,-16.2775,-7.3767,64.5168,0.0,-69.4784,2.3364,-7.6183,0.0,-63.4461,0.2466,22.5681,24.882,0.1733,2.1406,-124.41,28.9492,0.1219,1.6996,-30.7708,0.9885,220.1691,1.4729,-83.94265,-7.4183311000000005,73.36685200000001,-10.582978,-39.100390999999995,-17.556015,73.475349,-12.077833,-37.467715999999996,-5.074266000000001,73.475266,-12.077833,-37.467636,-135.42456,73.475502,-12.077833,-37.467682,-12.076842,73.475273,-12.077833,-37.467648
1163,0,CHEMBL198756,-7.372999999999998,-0.273,-0.8190000000000001,-1.716,-7.372999999999998,-3.3680000000000003,0.0,-2.131,-37.997,-4.558,0.71,0.0,-59.402,-42.555,10.905,41.3915,0.7316,41.0787,-17.1242,1.3009,76.1069,1.0,-77.8072,3.0488,-5.7607,-1.0,-72.684,0.107,32.6747,35.674,0.1731,2.8262,-178.37,25.533,1.315,1.6932,-28.5412,0.9692,211.087,1.9036,-39.093266,-6.558921799999999,-64.962914,-10.874989,-36.033783,-11.217983,-65.010727,-11.103021,-35.286251,-2.6149359,-65.010727,-11.103021,-35.286251,-66.864403,-65.010727,-11.103021,-35.286251,-11.07953,-65.010727,-11.103021,-35.286251
1164,0,CHEMBL198786,-5.595,-0.155,-0.513,-1.221,-5.595,-3.057,-0.327,-0.126,-43.17100000000001,-4.458,0.787,-0.045,-61.529,-47.629,8.087,41.6296,1.9617,40.9048,-8.9786,-7.5977,83.7223,0.9913,-83.0946,1.3173,-6.8091,-1.7466,-76.1774,0.1021,24.8745,26.69,0.1073,1.7083,-133.45,27.0038,0.3803,0.991,-28.3751,0.0002,252.9496,2.6174,-57.266853000000005,-8.4826765,-17.454172,-12.594172,-46.008305,-18.418545,-17.479528,-15.037,-44.245715999999994,-4.5901814000000005,-17.479528,-15.037,-44.245715999999994,-96.044159,-17.479528,-15.037,-44.245715999999994,-15.011799,-17.479528,-15.037,-44.245715999999994
1165,0,CHEMBL198978,-5.397,-0.142,-0.478,-1.164,-5.397,-2.145,0.0,-0.981,-45.418,-4.419,0.6629999999999999,0.0,-68.21300000000001,-49.837,2.238,4.6751,1.5942,44.1606,-8.4496,-49.1903,74.4452,1.0,-74.3464,1.7998,-9.066,-1.0,-65.9307,0.1911,25.6395,27.978,0.1203,2.2182,-139.89,28.9825,0.0869,0.8067,-29.8761,0.9588,231.5319,2.303,-64.488579,-7.5620284,50.88382,-10.688136,-42.88932,-11.663624,50.780956,-11.27599,-42.331463,-4.4191799000000005,50.780956,-11.27599,-42.331455,-88.226563,50.780956,-11.27599,-42.331447999999995,-11.232591000000001,50.780956,-11.27599,-42.331444
1166,0,CHEMBL19913,-6.558,-0.219,-0.679,-1.49,-6.558,-3.448,-0.32,-0.409,-38.05,-6.158,0.516,-0.07,-60.371,-44.209,3.445,25.8906,1.3575,32.712,-7.0828,-13.3631,66.755,1.0,-65.4113,0.9244,-6.2044,-1.0,-58.9055,0.1101,26.2368,27.764,0.7175,0.8097,-138.82,31.2084,0.8540000000000001,0.6982,-32.7606,0.8687,233.4624,1.1468,-81.993561,-7.199236900000001,33.2089,-11.62451,-38.03027,-13.211747,31.466406,-12.179341,-37.198627,-3.7956572,31.469751000000002,-12.179341,-37.200569,-108.67513999999998,31.465631,-12.179341,-37.19701,-11.058408,31.466406,-12.179341,-37.198184999999995
1167,0,CHEMBL199136,-5.854,-0.225,-0.667,-1.375,-5.854,-2.641,0.0,-1.385,-39.39,-1.975,0.438,0.0,-57.12600000000001,-41.365,1.022,37.542,0.3845,34.5424,-10.9491,0.6107,64.9301,0.9425,-64.208,1.2613,-7.3036,-2.0,-55.9315,0.1623,31.0584,34.34,1.1821,2.0995,-171.7,34.9188,1.511,1.6107,-38.0406,1.8819,224.5733,0.0,-77.308922,-6.1774635,-2.2962773,-10.379373,-33.241710999999995,-11.986550999999999,-2.3894312,-9.7164211,-32.429390000000005,-2.255477,-2.3894328999999996,-9.7164211,-32.429394,-84.236076,-2.3894324,-9.7164211,-32.429390000000005,-9.6733227,-2.3892453,-9.7164211,-32.429035
1168,0,CHEMBL199140,-6.307,-0.263,-0.758,-1.509,-6.307,-3.537,0.0,-1.266,-39.983,-0.463,0.564,0.0,-56.449,-40.446,0.5760000000000001,53.2118,0.1698,43.0944,-6.9472,0.7344,74.0106,1.0,-72.2352,0.6263,-3.162,-1.0,-69.1297,0.0,33.3703,35.052,0.4629,1.2187,-175.26,35.4764,0.637,1.13,-37.2435,1.7716,262.2516,1.8895,-66.373848,-5.8254356,7.7790079,-11.160525,-27.572525,-11.424941,7.6961594,-9.5147696,-26.887897,-3.1191452,7.6961598,-9.5147696,-26.887897,-90.660446,7.6961594,-9.5147696,-26.887897,-9.4936504,7.6961594,-9.5147696,-26.887897
1169,0,CHEMBL199210,-4.7780000000000005,-0.13699999999999998,-0.447,-1.0490000000000002,-4.7780000000000005,-2.449,-0.083,-0.282,-41.6,-3.216,0.61,-0.011,-54.213,-44.816,7.42,24.2655,2.698,33.3442,-13.8138,-10.4671,63.6321,1.0,-58.3412,1.1392,-5.5753,-1.0,-51.9504,0.2395,22.6392,25.032,0.0403,2.3525,-125.16,31.6794,0.4767,1.4304,-33.5864,2.6392,199.1965,1.5682,-75.923996,-7.5951829,57.811501,-11.282841000000001,-40.777621999999994,-18.895751999999998,57.771942,-12.51222,-40.228249,-3.6130769,57.771942,-12.51222,-40.228249,-121.2075,57.771942,-12.51222,-40.228249,-12.514856,57.771942,-12.51222,-40.228249
1170,0,CHEMBL199247,-6.499,-0.217,-0.6729999999999999,-1.477,-6.499,-2.846,-0.16,-1.7619999999999998,-37.963,-4.151,0.856,-0.066,-58.621,-42.114,3.723,23.4881,0.0,45.6659,-12.4377,-26.8648,81.3437,0.0,-79.5981,1.8819,-6.5687,-2.0,-72.9726,1.459,37.2252,40.288,0.6442,2.4186,-201.44,28.0302,0.8112,0.8851,-29.7265,0.0028,242.2998,1.6063,-82.56002,-7.123825999999999,15.465203,-10.65237,-42.145699,-15.9393,15.496732000000002,-10.521236,-41.444148999999996,-4.051641,15.496732000000002,-10.521236,-41.444145,-117.94511000000001,15.496732000000002,-10.521236,-41.444148999999996,-10.521974,15.496732000000002,-10.521236,-41.444148999999996
1171,0,CHEMBL199395,-7.024,-0.251,-0.762,-1.621,-7.024,-3.4360000000000004,-0.16,-1.197,-44.898,-2.991,0.5710000000000001,-0.108,-65.819,-47.889,0.79,54.7307,0.0,46.8073,-13.1394,3.5099,71.2716,0.0,-74.5709,2.4951,-6.0736,0.0,-70.2469,0.2296,30.6591,32.51,0.0757,1.7752,-162.55,28.2553,0.1382,0.6643,-29.0579,0.0778,224.30900000000003,1.1431,-55.363342,-6.5653367,46.120342,-10.15822,-34.350697,-13.071159,46.051208,-9.8911104,-33.939175,-2.8579533,46.051208,-9.8911104,-33.939175,-92.592316,46.051208,-9.8911104,-33.939175,-9.879899,46.051208,-9.8911104,-33.939175
1172,0,CHEMBL19955,-6.501,-0.25,-0.741,-1.527,-6.501,-2.195,-0.32,-1.735,-40.346,-2.008,0.158,-0.08900000000000001,-55.466,-42.354,3.162,42.2721,0.3186,30.8106,-2.4733,2.0621,59.2613,0.752,-58.7463,0.9149,-5.8335,-1.0,-53.2785,0.1233,28.1608,29.946,1.0301,0.7551,-149.73,24.3769,1.3874,0.7279,-26.4922,0.9934,173.1118,1.0,-81.3284,-6.297174,3.7668517,-12.104784,-34.887890000000006,-9.2889462,3.6993854,-11.879122,-34.80196,-3.8416529,3.6993885000000004,-11.879122,-34.80196,-105.82186999999999,3.6993854,-11.879122,-34.80196,-11.85593,3.6993854,-11.879122,-34.80196
1173,0,CHEMBL199824,-7.292999999999998,-0.235,-0.7390000000000001,-1.645,-7.292999999999998,-3.516,-0.32,-1.15,-38.902,-6.812,0.66,0.0,-64.175,-45.713,6.585,-31.0546,0.0,42.9542,-19.4885,-70.6281,69.2814,0.0,-71.7023,1.9437,1.2297,0.0,-73.7126,0.3145,19.4956,26.542,5.6491,1.3974,-132.71,25.1709,5.8512,0.39,-31.412,0.9947,240.6731,2.1676,-58.134811,-7.4358535,102.6134,-10.627543,-42.888382,-17.435534,102.59718000000001,-11.394503,-42.102173,-5.5223141,102.59718000000001,-11.394503,-42.102173,-126.03854,102.59718000000001,-11.394503,-42.102173,-11.36467,102.59718000000001,-11.394503,-42.102173
1174,0,CHEMBL200164,-6.602,-0.228,-0.6990000000000001,-1.5119999999999998,-6.602,-3.273,0.0,-1.148,-49.883,-1.332,0.536,-0.023,-70.459,-51.215,2.149,52.5602,1.4855,42.7916,-8.5504,0.7868,83.7883,0.8938,-80.5423,2.0043,-9.8829,-1.7772,-70.1748,0.152,40.5031,43.79600000000001,0.5876,2.7053,-218.98,36.6693,0.5234,1.8781,-39.0708,0.8839,283.7484,1.0,-85.956856,-7.0489769,53.039821999999994,-12.884881,-37.643295,-12.840463,52.944618000000006,-11.483113000000001,-37.2104,-3.3069122,52.944618000000006,-11.483113000000001,-37.2104,-114.1701,52.944618000000006,-11.483113000000001,-37.2104,-11.469583,52.944618000000006,-11.483113000000001,-37.2104
1175,0,CHEMBL200255,-6.202000000000001,-0.222,-0.6729999999999999,-1.432,-6.202000000000001,-2.121,-0.586,-0.619,-37.762,-9.66,0.5539999999999999,-0.093,-66.818,-47.422,3.049,36.4026,0.0,37.58,-11.6819,-3.5879,57.8812,1.91,-53.4026,2.546,-6.9265,-5.0,-44.6185,2.1438,17.3098,19.776,0.0411,2.4251,-98.88,18.2167,0.0411,0.2465,-18.5043,2.9586,83.9244,2.6081,-87.8946,-6.239841,-27.026422999999998,-11.728003999999999,-36.177566999999996,-10.001238,-27.110571000000004,-9.1272526,-35.418995,-2.2269144,-27.110556,-9.1272526,-35.418999,-92.853111,-27.110542,-9.1272526,-35.418999,-9.1369724,-27.110552000000002,-9.1272526,-35.418999
1176,0,CHEMBL200258,-5.497000000000001,-0.211,-0.626,-1.291,-5.497000000000001,-1.922,-0.32,-0.929,-35.438,-6.351,0.436,-0.037000000000000005,-54.3,-41.789,0.79,60.3809,6.4378,45.2407,-8.2532,-0.0098,73.8513,2.715,-64.8568,1.5631,-0.3463,-2.6299,-64.4387,0.2173,36.9211,39.876,1.8306,1.1243,-199.38,33.4688,1.6605,0.4911,-35.6205,1.4973,236.7481,1.0,-55.497231000000006,-6.1258049,-116.32491,-11.738579,-33.371899,-12.500581,-116.10373999999999,-9.210947,-33.309521000000004,-3.0863907000000004,-116.10386000000001,-9.210947,-33.309459999999994,-69.127426,-116.10388999999999,-9.210947,-33.309471,-9.275485,-116.10373999999999,-9.210947,-33.309521000000004
1177,0,CHEMBL200469,-6.292999999999998,-0.242,-0.7170000000000001,-1.4780000000000002,-6.292999999999998,-2.147,-0.177,-1.561,-35.705,-7.877000000000002,0.5589999999999999,0.0,-56.283,-43.581,8.163,39.4891,0.3192,42.8218,-14.7747,-4.9354,54.9677,0.7929999999999999,-56.5693,2.6865,5.6634,-2.8954,-60.6951,0.3606,23.3157,27.848000000000006,1.9454,2.5868,-139.24,20.0181,2.3615,1.015,-23.3946,0.9605,161.6829,1.6447,-86.25456199999999,-6.4296755999999995,5.7960486,-11.907147,-31.859478000000003,-11.139489999999999,5.7342424,-11.312944,-31.569809000000003,-4.5013862,5.734241,-11.312944,-31.569803000000004,-109.26508000000001,5.7342434,-11.312944,-31.569813,-11.214781,5.7342424,-11.312944,-31.569809000000003
1178,0,CHEMBL200483,-8.149,-0.37,-1.038,-1.992,-8.149,-4.376,0.0,-2.069,-39.329,-1.199,0.443,0.0,-57.826,-40.528,3.604,49.3275,0.0912,40.2408,-7.6261,1.5313,77.5541,0.6243,-76.8028,1.8406,-6.8597,-1.0,-71.0341,0.0891,32.3793,34.922,0.4822,2.0605,-174.61,32.324,0.1026,0.7442,-33.1709,0.8857,233.269,1.0,-75.452278,-5.4970794000000005,44.055233,-10.439716,-26.866838,-9.513774900000001,44.16148,-8.5551567,-26.534934999999997,-2.9402842999999996,44.16148,-8.5551567,-26.534934999999997,-81.80686999999999,44.16148,-8.5551567,-26.534934999999997,-8.562731699999999,44.16148,-8.5551567,-26.534934999999997
1179,0,CHEMBL20053,-5.337999999999999,-0.14400000000000002,-0.481,-1.158,-5.337999999999999,-2.861,0.0,-0.541,-45.69,-2.057,0.6970000000000001,-0.04,-58.831,-47.74800000000001,8.55,39.4537,3.2417,36.7093,-10.202,-4.0612,70.2757,1.5997,-66.9861,1.5795,-7.6803,-2.0,-60.6292,0.2105,29.6178,32.472,1.2091,1.645,-162.36,28.8778,0.8998,0.5818,-30.3594,0.0,280.3706,3.0953,-111.41761000000001,-7.2453394,-35.221527,-13.106966,-42.229073,-13.977842,-35.308048,-11.302379,-41.058865000000004,-3.7428794,-35.308048,-11.302379,-41.058865000000004,-123.63295,-35.308048,-11.302379,-41.058865000000004,-11.302833999999999,-35.308048,-11.302379,-41.058865000000004
1180,0,CHEMBL200610,-6.586,-0.188,-0.615,-1.446,-6.586,-4.25,-0.2,-0.344,-46.648,-0.721,0.649,0.0,-60.49800000000001,-47.369,12.847,57.0929,0.0,51.3083,-13.1733,-0.2827,88.6433,0.0,-92.886,2.4728,-9.8265,0.0,-84.9619,0.3111,35.7692,38.164,0.3437,2.0512,-190.82,35.9907,0.2519,1.5945,-37.8371,0.8882,295.6706,2.0324,-64.091499,-7.4670649000000004,-29.965019,-10.998214,-46.596592,-19.255596,-28.901943,-11.960025,-46.097946,-4.4343448,-28.903427,-11.960025,-46.10194,-153.26932,-28.897667,-11.960025,-46.087185,-12.146352,-28.938271000000004,-11.960025,-46.098938000000004
1181,0,CHEMBL200628,-6.089,-0.226,-0.677,-1.4169999999999998,-6.089,-3.486,-0.168,-0.821,-37.332,-1.636,0.498,0.0,-47.917,-38.968,9.841,39.6138,0.0,32.9409,-6.9303,1.2503,62.4378,0.0,-61.4443,2.9631,-0.8444,0.0,-62.1988,0.0426,22.6923,28.014,1.7825,3.5392,-140.07,27.8203,1.8606,0.6501,-30.331,0.9965,218.4596,1.5769,-46.92543,-5.8117461,37.270958,-13.438196,-14.321407999999998,-12.261688000000001,37.261818,-13.718507999999998,-14.208584,-4.9231443,37.261818,-13.718507999999998,-14.208584,-115.47276000000001,37.261818,-13.718507999999998,-14.208584,-13.717799,37.261818,-13.718507999999998,-14.208584
1182,0,CHEMBL200653,-5.395,-0.154,-0.504,-1.1840000000000002,-5.395,-2.212,0.0,-0.995,-43.786,-3.836,0.581,-0.005,-61.205,-47.622,4.922,56.27,0.0,42.0733,-4.4618,2.8811,71.7574,0.0,-72.8158,2.7017,-7.5579,0.0,-66.1598,0.147,24.8488,28.858,1.1411,2.8681,-144.29,30.051,1.1083,0.5783,-31.7376,1.9651,205.1833,1.6844,-90.158691,-7.464523299999999,77.69341999999999,-10.538585000000001,-38.772118,-11.334439999999999,77.598343,-11.675156,-37.736969,-4.8168664,77.598343,-11.675156,-37.736969,-96.489609,77.598343,-11.675156,-37.736969,-11.645452,77.598343,-11.675156,-37.736969
1183,0,CHEMBL200783,-6.726,-0.259,-0.7659999999999999,-1.58,-6.726,-3.494,0.0,-1.631,-46.113,-0.7490000000000001,0.8170000000000001,0.0,-64.484,-46.863,3.638,51.7727,0.3656,44.5257,-9.032,-0.7836,80.6053,0.96,-76.2098,1.6234,-6.3914,-1.0,-70.6994,0.2026,37.5166,39.93,0.6242,1.7892,-199.65,36.0251,0.193,0.8843,-37.1024,1.1426,259.5398,1.0,-59.689663,-6.8511291,38.90987,-11.801966,-35.889606,-13.754256,38.878231,-11.992933,-35.137768,-5.108496700000001,38.878231,-11.992933,-35.137768,-115.05691000000002,38.878231,-11.992933,-35.137768,-11.940097,38.878231,-11.992933,-35.137768
1184,0,CHEMBL200813,-6.372000000000001,-0.182,-0.596,-1.399,-6.372000000000001,-3.407,-0.32,-0.5589999999999999,-46.246,-2.397,0.588,-0.003,-61.057,-48.643,13.003,43.1087,0.4302,36.2664,-6.6825,-0.5053,72.6658,0.0,-75.1156,2.7259,-6.7607,-1.0,-69.3613,0.1902,28.9914,31.266,0.5103,1.7644,-156.33,27.0836,0.4506,0.4072,-27.9413,0.9137,207.8257,1.9164,-69.09693100000001,-7.296591800000001,73.036385,-10.481888,-40.611111,-13.256707,72.945084,-10.927363,-39.972775,-4.6863741999999995,72.945114,-10.927363,-39.972767,-94.022346,72.945107,-10.927363,-39.972771,-10.873582,72.945091,-10.927363,-39.972775
