number,name,Label,E_place,S,E_conf,E_score1,E_refine,S(2),E_conf(2),E_score1(2),E_refine(2),S(3),E_conf(3),E_score1(3),E_refine(3),S(4),E_conf(4),E_score1(4),E_refine(4),S(5),E_conf(5),E_score1(5),Goldscore.Fitness,Goldscore.External.HBond,Goldscore.External.Vdw,Goldscore.Internal.Torsion,Goldscore.Internal.Vdw,PLP.Fitness,PLP.Chemscore.Hbond,PLP.PLP,PLP.ligand.torsion,PLP.part.buried,PLP.part.hbond,PLP.part.nonpolar,PLP.part.repulsive,ASP.Fitness,ASP.ASP,ASP.DEClash,ASP.DEInternal,ASP.Map,Chemscore.Fitness,Chemscore.DEClash,Chemscore.DEInternal,Chemscore.DG,Chemscore.Hbond,Chemscore.Lipo,Chemscore.Rot,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy,glide einternal
1323,ZINC09461368,0,-76.9142,-7.0982013,114.95631,-11.012138,-39.967922,-90.177429,114.95686,-11.012138,-39.966679,-17.144907,114.95679,-11.012138,-39.966816,-8.225914,114.9698,-9.2260294,-40.993992,-2.5535619,104.6463,-2.5535619,43.1727,0.1681,39.0217,-2.7262,-7.9241,76.1029,1,-74.2693,1.138,-8.7158,-1,-67.0581,0.2889,26.3406,30.496,2.0813,2.0742,-152.48,33.1556,2.2409,0.6812,-36.0777,1.9966,242.729,1.7462,-7.017,-0.219,-0.696,-1.571,-7.017,-3.228,-0.16,-0.167,-43.744,-12.742,0.684,-0.047,-78.482,-56.487,7.726
1324,ZINC09461493,0,-80.163612,-3.9523511,208.52859,-7.8995414,-24.100586,-75.483871,208.52551,-7.8995414,-24.097244,-16.985348,208.52634,-7.8995414,-24.098801,-5.958406,208.52997,-9.2718191,-24.904236,-3.113028,205.74321,-3.113028,38.9664,0,29.2562,-1.5891,0.3281,49.8144,0,-49.9728,0.1063,-3.7054,0,-47.1049,0.0382,11.029,12.728,1.5586,0.1405,-63.64,24.173,1.7627,0.1394,-26.0752,1.8468,146.9829,1.0821,-3.68,-0.175,-0.484,-0.91,-3.68,-1.223,0,-1.207,-30.374,-1.52,0.517,-0.02,-40.101,-31.894,0.278
1325,ZINC09462518,0,-88.759689,-6.5137925,-1.3078705,-11.674281,-41.68943,-127.06618,-1.3071537,-11.674281,-41.690277,-17.845316,-1.3075657,-11.674281,-41.689732,-7.9970603,-1.3104347,-10.083445,-42.640358,-2.7391186,-14.373641,-2.7391186,24.0571,0,48.7753,-6.1415,-36.8674,69.8648,0,-76.3134,1.1002,-1.845,0,-76.1406,0.265,24.4082,32.852,4.5878,3.856,-164.26,19.7981,4.0939,2.5145,-26.4065,0,211.4022,1.4873,-4.529,-0.129,-0.423,-0.994,-4.529,-1.942,-0.083,-0.083,-41.647,-3.65,0.397,-0.188,-55.895,-45.297,1.96
1326,ZINC09463593,0,-78.702484,-6.3669457,54.909912,-10.478185,-36.821449,-93.643074,54.907917,-10.478185,-36.820019,-13.968263,54.909626,-10.478185,-36.822609,-7.3908863,54.9618,-9.0391998,-37.081532,-2.6221852,44.577885,-2.6221852,29.0171,0,32.848,-8.6313,-7.5175,70.847,0,-68.752,1.2157,-5.7405,0,-63.8438,0.1698,23.8994,25.798,0.6086,1.29,-128.99,26.7132,1.058,0.1977,-27.9689,1.7454,174.9342,1.4875,-5.743,-0.164,-0.537,-1.261,-5.743,-3.108,0,-0.669,-41.295,-3.048,0.601,-0.045,-59.373,-44.343,4.426
1327,ZINC09463898,0,-56.279453,-5.2413507,65.196953,-11.96792,-28.808321,-86.614052,65.198669,-11.96792,-28.809536,-15.525789,65.196747,-11.96792,-28.808516,-7.2683105,65.290878,-9.9220181,-30.103239,-2.6532323,59.236965,-2.6532323,24.1557,0.8916,44.123,-6.1808,-31.2242,81.4564,0.91,-79.4517,3.2752,-7.2285,-1,-73.9872,0.3088,27.7006,31.416,0.8362,2.8792,-157.08,30.364,0.1909,0.7085,-31.2635,0.9932,225.4772,1.5292,-6.007,-0.188,-0.596,-1.345,-6.007,-2.63,-0.112,-0.561,-35.565,-9.589,0.651,-0.138,-62.788,-45.154,5.021
1328,ZINC09464818,0,-60.600452,-4.2396059,116.02122,-8.9507523,-41.57122,-80.093376,116.01836,-8.9507523,-41.566376,-14.453788,116.01778,-8.9507523,-41.570194,-7.2456222,116.06872,-9.0326347,-42.151947,-2.4945319,111.17123,-2.4945319,33.8905,0,33.5933,-9.3137,-2.9866,62.5439,0,-65.0787,1.4785,-9.6687,0,-56.931,0.3651,24.2089,26.27,0.4839,1.5772,-131.35,25.7776,0.3883,0.7773,-26.9432,0.996,193.3835,1.7537,-5.424,-0.164,-0.527,-1.206,-5.424,-2.867,0,-0.132,-42.857,-5.962,0.615,-0.003,-64.171,-48.819,2.44
1329,ZINC09465191,0,-84.308861,-6.874836,47.570953,-12.089771,-41.696392,-113.01363,47.56398,-12.089771,-41.691391,-19.771671,47.571133,-12.089771,-41.697948,-8.0532703,47.629501,-10.150402,-42.967651,-2.8177857,28.033453,-2.8177857,18.2615,0,36.4678,-7.0454,-24.8363,75.8457,0,-76.5525,2.472,-6.5614,0,-71.0997,0.1472,29.0849,33.728,1.856,2.7871,-168.64,28.5013,1.922,0.3158,-30.7391,0,250.5846,1.5857,-7.866,-0.246,-0.78,-1.761,-7.866,-3.523,-0.18,-0.64,-45.892,-11.268,0.59,-0.129,-84.27,-57.16,11.819
1330,ZINC09465439,0,-63.252239,-5.3862181,82.750809,-10.529469,-37.456696,-84.324333,82.756416,-10.529469,-37.45974,-11.682458,82.757942,-10.529469,-37.461235,-7.5883036,82.70752,-9.6339712,-38.668037,-2.7194254,63.575397,-2.7194254,43.8813,0,42.0586,-11.7759,-2.1734,69.6239,0,-72.7685,2.0218,-8.7344,0,-65.9013,0.3603,29.6377,32.614,1.0343,1.9421,-163.07,36.0079,1.0386,1.0718,-38.1183,1.9343,250.3615,1.2166,-6.194,-0.214,-0.656,-1.418,-6.194,-3.652,0,-0.419,-45.261,-2.151,0.488,-0.027,-64.882,-47.411,2.699
1331,ZINC09466229,0,-67.342598,-5.7581534,-4.7532287,-10.368531,-42.959297,-119.2007,-4.7569661,-10.368531,-42.958778,-18.886589,-4.7576327,-10.368531,-42.955791,-7.7931623,-4.5713625,-8.8106985,-44.561924,-2.349108,-21.001734,-2.349108,54.8292,0.0748,43.2243,-8.8767,4.1978,89.1568,1,-88.2256,1.8721,-7.231,-1,-82.0368,0.2982,34.6822,36.97,0.2643,2.0235,-184.85,30.6534,0.6297,0.4565,-31.7396,0.853,247.9431,2.1871,-7.205,-0.225,-0.715,-1.614,-7.205,-3.571,-0.279,-1.171,-44.14,-4.608,0.75,-0.036,-72.582,-48.748,4.009
1332,ZINC09476914,0,-61.509922,-5.5808582,-43.925148,-10.858228,-36.929527,-119.00014,-43.924911,-10.858228,-36.929226,-14.031971,-43.925003,-10.858228,-36.930092,-6.9862771,-44.025078,-10.055684,-38.122856,-2.8996644,-45.84343,-2.8996644,-12.3083,0,33.3094,-8.8955,-49.2132,58.2272,0,-62.0183,2.3724,-5.4376,0,-58.1418,0.1744,25.3572,28.714,1.6091,1.7477,-143.57,26.5514,1.6091,0.3645,-28.525,0.2061,220.041,1.3235,-5.105,-0.165,-0.517,-1.151,-5.105,-2.056,0,-0.726,-35.415,-5.975,0.345,0,-55.603,-41.391,2.71
1333,ZINC09477411,0,-72.140701,-4.1632843,31.198763,-9.7702427,-36.013569,-93.690033,31.198492,-9.7702427,-36.01453,-14.273691,31.198009,-9.7702427,-36.014297,-7.0128174,31.168064,-9.5684996,-36.322556,-2.8293719,29.236063,-2.8293719,36.9078,1.8235,34.5377,-10.0801,-2.3249,64.9464,1,-63.1931,4.1265,-6.3126,-1,-57.0634,0.4169,23.2285,29.044,0.6601,5.1553,-145.22,27.2135,0.0158,0.2321,-27.4614,0,187.8756,0,-5.314,-0.197,-0.59,-1.237,-5.314,-2.485,0,-0.498,-42.649,-3.696,0.436,-0.079,-59.435,-46.345,4.282
1334,ZINC09481309,0,-68.140625,-4.5718637,71.200188,-10.751897,-28.614973,-85.82589,71.201569,-10.751897,-28.618969,-15.443515,71.202026,-10.751897,-28.617308,-7.2430382,71.010773,-9.723094,-29.528244,-2.7760186,63.427582,-2.7760186,12.2585,0,34.0198,-3.263,-31.2557,67.0811,0,-68.1224,0.5834,-5.8259,0,-63.5626,0.0113,28.8697,28.996,0.0174,0.1089,-144.98,28.1083,0.0749,0.0566,-28.2398,0,226.1758,1.4464,-6.611,-0.213,-0.67,-1.491,-6.611,-3.15,-0.096,-0.63,-46.996,-5.287,0.492,-0.083,-73.862,-52.283,6.189
1335,ZINC09486942,0,-89.799637,-5.2317967,-19.849985,-10.1423,-41.261574,-126.21666,-19.852785,-10.1423,-41.259438,-14.812456,-19.850954,-10.1423,-41.260803,-7.0940628,-19.911732,-8.9454613,-41.404232,-2.7515078,-32.883755,-2.7515078,40.376,0.3384,35.29,-2.2234,-6.2627,68.2832,0.9913,-67.0212,0.9246,-4.6997,-1,-62.5988,0.1667,27.5343,28.172,0.1129,0.5248,-140.86,22.4895,0.648,0.4797,-23.6171,0.7114,174.9172,1.8376,-5.155,-0.191,-0.573,-1.2,-5.155,-2.57,0,-0.468,-42.121,-3.479,0.511,0,-57.563,-45.6,4.73
1336,ZINC09492675,0,-86.401909,-5.5772805,59.849377,-10.200242,-39.575253,-107.38866,59.847477,-10.200242,-39.576141,-16.250168,59.84721,-10.200242,-39.575115,-7.1950855,59.937092,-9.2759924,-40.032009,-2.7990432,58.313599,-2.7990432,26.3732,1.4064,36.6531,-8.4433,-16.988,59.8762,0,-64.4477,1.9025,-7.4947,0,-59.0618,0.9023,28.7297,32.48,0.0925,3.6577,-162.4,33.0606,0.1114,1.4247,-34.5967,1.95,223.3116,1.3765,-5.57,-0.174,-0.553,-1.247,-5.57,-1.781,-0.242,-0.385,-39.222,-10.289,0.508,-0.167,-64.935,-49.511,9.124
1337,ZINC09492685,0,-72.347885,-4.2057695,28.969704,-10.928597,-39.480175,-91.327194,28.96883,-10.928597,-39.480453,-16.510342,28.969759,-10.928597,-39.480167,-7.7774653,28.944155,-10.144764,-39.900749,-2.5507236,14.811172,-2.5507236,4.5537,0,41.0017,-6.4969,-45.3267,78.5991,0,-79.8057,1.8389,-8.0915,0,-73.9512,0.1137,31.299,32.354,0.0846,0.9704,-161.77,29.9119,0.0469,0.054,-30.0129,0,252.1093,1.939,-6.279,-0.196,-0.623,-1.406,-6.279,-3.3,0,-0.74,-43.963,-4.119,0.576,0,-63.75,-48.082,8.53
1338,ZINC09494408,0,-85.085861,-5.6839581,128.33199,-11.347053,-39.560463,-102.34988,128.3338,-11.347053,-39.564259,-16.633375,128.33572,-11.347053,-39.560921,-7.5371127,128.5323,-10.294268,-39.416065,-2.6911113,121.47781,-2.6911113,37.9931,0,43.6211,-5.0298,-16.956,80.9024,0,-81.4351,2.6489,-7.198,0,-75.0177,0.3384,27.5443,32.404,1.0037,3.8561,-162.02,29.1523,1.1755,0.9779,-31.3057,0,248.6395,1.2755,-6.017,-0.188,-0.597,-1.347,-6.017,-2.881,-0.069,-0.284,-42.576,-6.891,0.456,-0.077,-63.486,-49.467,14.857
1339,ZINC09495855,0,-74.654587,-6.2880721,2.0565517,-11.711497,-33.07962,-127.86825,2.0504467,-11.711497,-33.070553,-19.637386,2.0550933,-11.711497,-33.075523,-7.2682805,2.1531887,-10.856034,-33.07185,-2.7267928,-5.7866139,-2.7267928,3.2661,0,29.1643,-2.2767,-34.558,64.8409,0.2564,-65.2445,0.6303,-7.1028,-1,-58.2193,0.0901,27.6631,32.914,2.1864,3.0645,-164.57,25.4405,1.9387,2.9516,-30.3308,0,257.0859,2.0423,-5.381,-0.207,-0.613,-1.264,-5.381,-2.571,0,-1.262,-32.224,-4.697,0.768,0,-52.726,-36.921,2.149
1340,ZINC09497817,0,-75.978134,-4.9369016,41.641796,-11.558,-24.841536,-104.77057,41.640789,-11.558,-24.839592,-16.669268,41.640533,-11.558,-24.839861,-6.7863164,41.665783,-9.9371166,-25.333122,-2.7370126,28.840635,-2.7370126,-11.9229,6.6602,29.4091,-6.3083,-52.7124,46.579,1.975,-41.7063,0.8351,-5.4976,-2,-34.7773,0.4533,15.0581,19.608,1.142,3.4079,-98.04,22.4666,1.6658,0.8032,-24.9356,1.7556,152.1229,1.6432,-4.71,-0.162,-0.499,-1.079,-4.71,-2.196,0,-0.369,-33.62,-5.681,0.477,-0.089,-48.652,-39.301,5.59
1341,ZINC09497821,0,-59.564922,-6.2808542,53.087959,-13.153962,-21.792063,-125.05286,53.085896,-13.153962,-21.789261,-21.193871,53.087902,-13.153962,-21.792128,-6.5371404,53.143314,-8.6929874,-22.614019,-2.7370126,31.016527,-2.7370126,8.7956,0,23.935,-4.6878,-19.4272,51.9732,0,-53.8544,0.5542,-0.8801,-0.3084,-53.4794,0.1117,18.5671,25.206,2.6371,4.0017,-126.03,25.8787,1.5042,1.4381,-28.821,1.9605,179.4833,1.6432,-4.962,-0.171,-0.526,-1.136,-4.962,-2.781,0,-0.277,-36.98,-3.255,0.477,-0.044,-49.744,-40.235,6.883
1342,ZINC09503228,0,-57.319225,-5.4080439,-5.0414863,-11.661538,-36.54063,-60.059708,-5.0502,-11.661538,-36.53743,-10.443779,-5.0419445,-11.661538,-36.539997,-7.0750699,-5.3044715,-9.3214283,-37.277843,-2.655134,-11.542479,-2.655134,10.3341,0,43.1439,-9.9085,-39.0803,52.9369,0,-53.2267,2.4739,12.2383,-0.9074,-66.4621,2.4523,18.7213,32.952,10.2552,3.9755,-164.76,26.2728,10.2386,0.4761,-36.9875,1.7283,253.062,1.5129,-5.135,-0.143,-0.471,-1.12,-5.135,-1.775,-0.554,0,-40.238,-8.284,0.635,-0.187,-61.002,-48.522,8.053
1343,ZINC09516167,0,-74.009415,-4.2428555,128.30429,-9.1402655,-17.498646,-100.116,128.30316,-9.1402655,-17.498121,-16.917482,128.30464,-9.1402655,-17.498796,-6.5680628,128.28033,-9.7602892,-16.837128,-2.8127637,101.88326,-2.8127637,-65.6434,6.6543,25.2077,-7.7638,-99.1946,51.3707,1.2925,-48.1863,1.9473,-5.2918,-1.0843,-43.2168,0.0745,18.2273,23.68,1.8151,3.6376,-118.4,32.3655,1.8926,0.9323,-35.1903,2.9867,202.0751,1.5265,-4.422,-0.164,-0.491,-1.029,-4.422,-0.783,-0.201,-0.277,-24.381,-15.125,0.667,-0.341,-53.326,-39.506,3.463
1344,ZINC09519422,0,-81.454559,-6.7372484,111.54235,-11.048836,-33.44355,-125.90218,111.54157,-11.048836,-33.445374,-19.218132,111.53866,-11.048836,-33.442917,-7.3872871,111.49107,-8.5867567,-33.842934,-2.5609858,83.665268,-2.5609858,-3.4568,0,33.2663,-6.4974,-42.7005,74.2055,0.912,-71.6056,1.2424,-8.0478,-1,-63.2294,0.1874,21.6852,26.544,1.6944,3.1644,-132.72,29.5553,1.6883,0.889,-32.1327,2.9498,175.0648,1.4384,-5.483,-0.166,-0.533,-1.219,-5.483,-2.61,0,-0.936,-44.097,-2.848,0.706,-0.01,-57.11,-46.945,8.21
1345,ZINC09527761,0,-46.09671,-4.5213494,-42.402622,-11.775621,-38.523556,-105.56116,-42.398693,-11.775621,-38.529091,-15.793869,-42.399246,-11.775621,-38.526787,-7.7412205,-42.496616,-9.6380091,-39.930893,-2.7292297,-55.024193,-2.7292297,37.0211,6,40.1159,-12.1824,-11.9559,60.9818,0,-61.1756,2.4468,2.9853,0,-66.2382,0.2262,27.8392,29.676,0.0323,1.8044,-148.38,27.4721,0.0314,0.1325,-27.636,0,223.8907,1.5778,-5.777,-0.175,-0.562,-1.285,-5.777,-2.881,0,-0.203,-44.658,-6.28,0.528,-0.047,-68.394,-50.937,9.173
1346,ZINC09530753,0,-60.554646,-4.2103481,-7.1850019,-10.374489,-24.453516,-90.458672,-7.185401,-10.374489,-24.456526,-14.871004,-7.1846838,-10.374489,-24.453678,-6.4716449,-7.199307,-9.2530775,-25.76256,-2.9391491,-11.463545,-2.9391491,35.5202,0.2197,27.6774,-2.1311,-0.6249,47.9067,0.96,-45.286,0.2766,-4.3875,-1,-40.6406,0.1301,19.3522,23.054,1.7895,1.9123,-115.27,23.3966,1.7055,0.0388,-25.1409,0,168.0419,0,-4.757,-0.28,-0.72,-1.241,-4.757,-1.778,-0.27,-1.495,-29.285,-2.063,0.561,0,-39.154,-31.348,4.06
1347,ZINC09531627,0,-62.385262,-5.4586635,70.179008,-11.607203,-37.254414,-89.101227,70.178978,-11.607203,-37.253265,-12.819058,70.182808,-11.607203,-37.258629,-6.721746,70.226128,-9.6601458,-38.854527,-2.8072417,60.063602,-2.8072417,20.8916,0.0682,35.7347,-7.6162,-20.6956,63.814,1.3567,-62.0322,2.1175,-4.8809,-2,-55.8587,0.1727,20.3584,31.572,7.3253,3.8883,-157.86,25.9182,7.5419,2.3097,-35.7698,2.1344,232.6621,1.5861,-5.735,-0.179,-0.569,-1.284,-5.735,-2.521,0,-0.206,-41.089,-7.87,0.447,-0.221,-64.052,-48.959,4.524
1348,ZINC09537292,0,-82.164711,-5.737133,-35.268452,-10.91052,-37.866371,-98.14447,-35.269493,-10.91052,-37.864594,-14.2678,-35.256405,-10.91052,-37.876518,-7.8777957,-35.167755,-9.2468119,-39.303429,-2.7318568,-46.776157,-2.7318568,38.7658,3.018,44.3265,-6.6584,-18.5427,55.8198,0.7771,-55.7392,3.2335,-0.9832,-0.5618,-59.538,4.3824,26.593,39.884,4.58,8.711,-199.42,20.8759,6.5465,4.7094,-32.1317,1.6594,207.2212,1.2249,-5.355,-0.162,-0.521,-1.191,-5.355,-1.895,0,-0.003,-43.507,-8.388,0.327,-0.351,-65.478,-51.895,7.415
1349,ZINC09539936,0,-90.14325,-3.4868951,67.188843,-8.9430141,-35.922531,-82.576408,67.185471,-8.9430141,-35.92215,-14.010668,67.186356,-8.9430141,-35.921597,-6.6296639,67.208275,-9.9228373,-36.447304,-2.6377861,65.508316,-2.6377861,33.8161,0,35.8278,-6.8644,-8.5828,65.8231,0,-68.6506,2.1047,-7.8546,0,-60.8629,0.2396,22.3857,23.412,0.0431,0.9832,-117.06,19.7428,0.0605,0.2979,-20.1012,0.9036,136.7514,1.7175,-4.773,-0.177,-0.53,-1.111,-4.773,-2.245,0,-0.895,-40.653,0.25,0.41,-0.047,-51.727,-40.403,1.608
1350,ZINC09544250,0,-77.895981,-4.6327491,61.210159,-9.5378408,-35.817619,-86.824837,61.209885,-9.5378408,-35.817249,-14.771564,61.210045,-9.5378408,-35.817543,-6.6441674,61.195763,-9.6180305,-36.71154,-2.9435725,52.287521,-2.9435725,34.0952,0,33.7154,-8.179,-4.0845,51.6853,0,-52.1957,1.5173,-4.4634,0,-48.514,0.196,24.5067,27.484,1.3964,1.5809,-137.42,19.6442,1.4991,0.1892,-21.3326,0,161.7694,1.201,-5.351,-0.191,-0.58,-1.235,-5.351,-1.956,0,-1.406,-35.732,-3.293,0.331,-0.04,-50.941,-39.025,1.719
1351,ZINC09545177,0,-80.98188,-5.2339554,28.138876,-12.57447,-37.160168,-130.00024,28.137291,-12.57447,-37.157608,-20.684912,28.138819,-12.57447,-37.160389,-8.0491619,28.124035,-10.013709,-37.498348,-2.5891802,20.529566,-2.5891802,24.0823,2,41.1784,-9.3308,-25.2071,76.4822,1,-75.8548,2.7538,-8.797,-1.2972,-66.6168,0.4006,30.0538,36.25,2.115,4.0811,-181.25,33.2091,1.9657,1.3117,-36.4866,1.5089,257.4853,1.6246,-6.91,-0.216,-0.686,-1.547,-6.91,-3.995,-0.071,-0.316,-48.934,-4.442,0.651,-0.067,-73.921,-53.375,6.058
1352,ZINC09545289,0,-74.237099,-6.1778703,-22.528994,-11.720458,-40.34861,-123.82711,-22.529884,-11.720458,-40.345154,-20.518627,-22.529343,-11.720458,-40.345623,-8.1202049,-22.621803,-9.0432091,-41.614666,-2.6118808,-28.990355,-2.6118808,51.2186,0,48.0906,-4.9234,-9.9826,88.2552,0,-90.5874,1.3054,-8.4759,0,-84.1985,1.1335,35.9354,38.294,0.3133,2.0453,-191.47,34.252,0.2439,0.4599,-34.9559,0,283.9101,1.4616,-7.526,-0.251,-0.779,-1.71,-7.526,-4.692,-0.089,-0.459,-49.438,-2.917,0.682,-0.058,-73.084,-52.354,7.958
1353,ZINC09545404,0,-97.846863,-6.2530985,28.948954,-12.235518,-41.75209,-133.50729,28.948729,-12.235518,-41.752178,-20.288477,28.953518,-12.235518,-41.756599,-8.6308584,28.911308,-9.3246632,-42.681782,-2.5891802,10.539435,-2.5891802,32.2998,1.8639,46.3041,-6.7912,-26.4409,85.186,1,-82.952,1.5922,-10.8624,-1,-71.8004,0.1508,29.691,33.536,0.0863,3.7587,-167.68,31.0047,0.0968,1.1984,-32.2998,0.9992,236.2523,1.6246,-7.032,-0.22,-0.698,-1.575,-7.032,-4.104,-0.05,-0.318,-50.793,-4.061,0.651,-0.063,-76.343,-54.855,4.758
1354,ZINC09545520,0,-75.167274,-5.8997498,-42.032169,-11.20292,-42.70784,-103.19448,-42.022308,-11.20292,-42.724861,-17.605947,-42.032211,-11.20292,-42.70784,-7.831851,-42.003246,-9.3923616,-43.314587,-2.6118808,-51.093555,-2.6118808,46.8864,0,45.19,-4.0317,-11.2181,78.86,0,-80.9412,1.5345,-8.0973,0,-73.7919,0.254,37.892,42.276,1.6857,2.6984,-211.38,32.261,0.962,1.2499,-34.4729,0,279.6101,1.4537,-7.113,-0.237,-0.737,-1.616,-7.113,-4.455,-0.004,-0.528,-51.559,-2.304,0.847,-0.05,-72.939,-53.863,8.374
1355,ZINC09546240,0,-77.046677,-5.544416,97.119476,-11.28853,-38.365734,-117.43197,97.113121,-11.28853,-38.356976,-22.259485,97.119965,-11.28853,-38.366413,-8.3557281,97.152229,-9.0307083,-38.899101,-2.6060841,75.415375,-2.6060841,-53.1864,0,37.7217,-5.2384,-99.8153,74.5731,0,-74.6396,0.7941,-4.3771,0,-71.5736,0.1885,22.835,32.578,4.0233,5.7197,-162.89,31.5682,3.8659,2.7067,-38.1409,1.8831,261.1555,1.6343,-6.71,-0.203,-0.652,-1.492,-6.71,-3.853,-0.055,-0.501,-43.422,-4.055,0.494,-0.015,-61.94,-47.477,6.707
1356,ZINC09546962,0,-57.607754,-6.7781568,47.757145,-11.639668,-33.852802,-129.19234,47.756084,-11.639668,-33.852783,-19.059948,47.756405,-11.639668,-33.852821,-7.3790641,47.75029,-10.023079,-34.447525,-2.7580159,34.406944,-2.7580159,47.2058,0,44.9255,-4.413,-10.1538,72.2845,0,-73.2035,1.615,-5.6962,0,-68.968,0.145,27.5036,29.142,0.0019,1.6365,-145.71,27.5986,0.1824,0.5505,-28.3314,0.9579,204.9956,1.6923,-6.083,-0.196,-0.616,-1.372,-6.083,-2.008,-0.16,-0.433,-37.659,-12.16,0.585,-0.361,-68.013,-49.819,6.236
1357,ZINC09548014,0,-77.803024,-3.7508218,-62.035641,-10.873331,-29.38666,-89.32299,-62.037998,-10.873331,-29.383842,-14.256119,-62.034595,-10.873331,-29.386095,-6.4852166,-62.159977,-10.830921,-30.678976,-2.9271755,-68.835953,-2.9271755,26.7861,3.19,27.0125,-8.1721,-5.3741,49.5281,0.864,-48.852,0.5413,-5.0744,-0.7334,-44.127,0.2311,13.4059,20.924,2.6669,4.8511,-104.62,26.7899,3.8044,0.99,-31.5843,2.8502,163.6294,1,-6.351,-0.254,-0.743,-1.505,-6.351,-0.057,-0.194,-1.075,-22.326,-12.879,0.485,-0.162,-48.895,-35.205,6.937
1358,ZINC09556240,0,-66.040756,-4.8525782,59.834461,-9.8513603,-37.356503,-94.723076,59.834225,-9.8513603,-37.356876,-13.708083,59.834911,-9.8513603,-37.356628,-7.6656981,59.893028,-8.92624,-40.192123,-2.5929835,58.563828,-2.5929835,11.4144,0,40.5372,-9.2777,-35.0466,72.7244,0,-74.7468,1.8625,-8.149,-1,-66.9293,0.166,32.1614,34.586,0.039,2.3856,-172.93,30.4165,0.1838,0.799,-31.3993,0.9337,233.4892,1.7647,-6.073,-0.196,-0.615,-1.37,-6.073,-2.606,-0.16,-0.411,-42.995,-10.306,0.871,-0.072,-72.297,-53.301,5.702
1359,ZINC09564338,0,-79.217468,-5.5110102,49.12114,-12.128814,-41.047413,-106.75801,49.123447,-12.128814,-41.050285,-16.621521,49.121655,-12.128814,-41.047985,-7.7307229,49.150452,-10.624002,-41.97295,-2.6565497,39.878838,-2.6565497,37.9897,0,39.3827,-14.2154,-1.9462,62.8878,0,-65.7952,2.8315,-2.009,-1.7689,-62.8237,0.3062,21.5732,26.946,2.2515,3.1213,-134.73,26.119,2.2047,1.3123,-29.636,1.9175,178.806,1.2378,-7.838,-0.27,-0.83,-1.795,-7.838,-2.976,-0.382,-0.883,-45.921,-10.331,0.281,-0.033,-76.53,-56.252,8.674
1360,ZINC09564361,0,-67.018486,-5.5150371,79.008789,-11.551439,-45.564327,-109.89185,79.000885,-11.551439,-45.542919,-16.681984,79.008804,-11.551439,-45.564377,-7.9592824,79.009148,-9.5433245,-46.689629,-2.5394824,68.578377,-2.5394824,15.2445,0,42.4664,-34.1449,-9.0018,67.775,0,-71.5577,4.401,-3.6974,-1.5681,-68.3544,0.335,25.836,30.69,0.362,4.492,-153.45,30.9903,0.3858,1.7406,-33.1168,2.7077,186.5451,1.2628,-7.203,-0.24,-0.746,-1.637,-7.203,-2.896,-0.274,-0.709,-43.918,-9.545,0.346,-0.042,-70.552,-53.463,10.081
1361,ZINC09566117,0,-69.727676,-5.3960938,70.202126,-11.535494,-22.781509,-96.68705,70.200272,-11.535494,-22.779778,-15.47446,70.201813,-11.535494,-22.780245,-6.7109356,70.226578,-10.204974,-23.358541,-2.5112526,33.339912,-2.5112526,-32.4331,0,26.739,-29.8302,-39.3691,53.3165,0,-54.478,2.8404,-4.002,0,-50.5045,0.1015,18.7449,22.84,0.0234,4.0717,-114.2,20.201,0.0284,0.339,-20.5684,0.9933,133.9587,1.5243,-4.826,-0.166,-0.511,-1.105,-4.826,-2.302,0,-0.547,-42.911,-2.608,0.633,-0.074,-57.082,-45.519,5.691
1362,ZINC09585060,0,-63.894409,-4.4874501,12.468213,-11.409506,-32.832569,-121.89071,12.470897,-11.409506,-32.841061,-19.053909,12.471586,-11.409506,-32.835876,-7.9811125,12.569136,-8.4277134,-33.22081,-2.6890898,6.2165875,-2.6890898,12.0789,0,31.6251,-4.2668,-27.1389,60.8921,0,-59.2116,2.9349,-5.308,0,-56.6359,2.3596,19.9308,31.008,3.4467,7.6305,-155.04,26.9596,2.9117,0.7445,-30.6158,0.728,222.4161,1.2962,-5.35,-0.198,-0.594,-1.245,-5.35,-3.177,-0.03,-0.641,-40.478,1.56,0.288,0,-50.219,-38.918,4.651
1363,ZINC09587977,0,-100.95257,-5.1175609,43.070862,-9.9484358,-37.14595,-109.62689,43.064571,-9.9484358,-37.140923,-19.057028,43.064991,-9.9484358,-37.141811,-7.1888099,43.007153,-9.4198084,-38.02354,-2.7859428,33.681164,-2.7859428,35.0013,0,37.0471,-8.9552,-6.9833,69.6665,0,-72.2847,2.5114,-6.3191,0,-67.7677,0.1755,23.8415,33.272,5.8948,3.5357,-166.36,35.1028,5.693,1.182,-41.9777,1.6814,288.3353,1.1146,-5.778,-0.214,-0.642,-1.345,-5.778,-3.35,0,-0.643,-40.082,-2.604,0.61,0,-55.485,-42.686,6.069
